ATKMSG_M_000=(!)
ATKMSG_Y_000=(!)
ATKMSG_E_000=(!)
ATKMSG_N_000=(!)
ATKMSG_M_001=¡{0x0101,0x0000} ha usado Destructor!
ATKMSG_E_351=¡El {0x0101,0x0000} enemigo ha usado Onda Voltio!
ATKMSG_N_351=¡El {0x0101,0x0000} dominante ha usado Onda Voltio!
ATKMSG_M_352=¡{0x0101,0x0000} ha usado Hidropulso!
ATKMSG_Y_352=¡El {0x0101,0x0000} salvaje ha usado Hidropulso!
ATKMSG_E_352=¡El {0x0101,0x0000} enemigo ha usado Hidropulso!
ATKMSG_N_352=¡El {0x0101,0x0000} dominante ha usado Hidropulso!
ATKMSG_M_353=¡{0x0101,0x0000} ha usado Deseo Oculto!
ATKMSG_Y_353=¡El {0x0101,0x0000} salvaje ha usado Deseo Oculto!
ATKMSG_E_353=¡El {0x0101,0x0000} enemigo ha usado Deseo Oculto!
ATKMSG_N_353=¡El {0x0101,0x0000} dominante ha usado Deseo Oculto!
ATKMSG_M_354=¡{0x0101,0x0000} ha usado Psicoataque!
ATKMSG_Y_354=¡El {0x0101,0x0000} salvaje ha usado Psicoataque!
ATKMSG_E_354=¡El {0x0101,0x0000} enemigo ha usado Psicoataque!
ATKMSG_N_354=¡El {0x0101,0x0000} dominante ha usado Psicoataque!
ATKMSG_M_355=¡{0x0101,0x0000} ha usado Respiro!
ATKMSG_Y_355=¡El {0x0101,0x0000} salvaje ha usado Respiro!
ATKMSG_E_355=¡El {0x0101,0x0000} enemigo ha usado Respiro!
ATKMSG_N_355=¡El {0x0101,0x0000} dominante ha usado Respiro!
ATKMSG_M_356=¡{0x0101,0x0000} ha usado Gravedad!
ATKMSG_Y_356=¡El {0x0101,0x0000} salvaje ha usado Gravedad!
ATKMSG_E_356=¡El {0x0101,0x0000} enemigo ha usado Gravedad!
ATKMSG_N_356=¡El {0x0101,0x0000} dominante ha usado Gravedad!
ATKMSG_M_357=¡{0x0101,0x0000} ha usado Gran Ojo!
ATKMSG_Y_357=¡El {0x0101,0x0000} salvaje ha usado Gran Ojo!
ATKMSG_E_357=¡El {0x0101,0x0000} enemigo ha usado Gran Ojo!
ATKMSG_N_357=¡El {0x0101,0x0000} dominante ha usado Gran Ojo!
ATKMSG_M_358=¡{0x0101,0x0000} ha usado Espabila!
ATKMSG_Y_358=¡El {0x0101,0x0000} salvaje ha usado Espabila!
ATKMSG_E_358=¡El {0x0101,0x0000} enemigo ha usado Espabila!
ATKMSG_N_358=¡El {0x0101,0x0000} dominante ha usado Espabila!
ATKMSG_M_359=¡{0x0101,0x0000} ha usado Machada!
ATKMSG_Y_359=¡El {0x0101,0x0000} salvaje ha usado Machada!
ATKMSG_E_359=¡El {0x0101,0x0000} enemigo ha usado Machada!
ATKMSG_N_359=¡El {0x0101,0x0000} dominante ha usado Machada!
ATKMSG_M_360=¡{0x0101,0x0000} ha usado Giro Bola!
ATKMSG_Y_360=¡El {0x0101,0x0000} salvaje ha usado Giro Bola!
ATKMSG_E_360=¡El {0x0101,0x0000} enemigo ha usado Giro Bola!
ATKMSG_N_360=¡El {0x0101,0x0000} dominante ha usado Giro Bola!
ATKMSG_M_361=¡{0x0101,0x0000} ha usado Deseo Cura!
ATKMSG_Y_361=¡El {0x0101,0x0000} salvaje ha usado Deseo Cura!
ATKMSG_E_361=¡El {0x0101,0x0000} enemigo ha usado Deseo Cura!
ATKMSG_N_361=¡El {0x0101,0x0000} dominante ha usado Deseo Cura!
ATKMSG_M_362=¡{0x0101,0x0000} ha usado Salmuera!
ATKMSG_Y_362=¡El {0x0101,0x0000} salvaje ha usado Salmuera!
ATKMSG_E_362=¡El {0x0101,0x0000} enemigo ha usado Salmuera!
ATKMSG_N_362=¡El {0x0101,0x0000} dominante ha usado Salmuera!
ATKMSG_M_363=¡{0x0101,0x0000} ha usado Don Natural!
ATKMSG_Y_363=¡El {0x0101,0x0000} salvaje ha usado Don Natural!
ATKMSG_E_363=¡El {0x0101,0x0000} enemigo ha usado Don Natural!
ATKMSG_N_363=¡El {0x0101,0x0000} dominante ha usado Don Natural!
ATKMSG_M_364=¡{0x0101,0x0000} ha usado Amago!
ATKMSG_Y_364=¡El {0x0101,0x0000} salvaje ha usado Amago!
ATKMSG_E_364=¡El {0x0101,0x0000} enemigo ha usado Amago!
ATKMSG_N_364=¡El {0x0101,0x0000} dominante ha usado Amago!
ATKMSG_M_365=¡{0x0101,0x0000} ha usado Picoteo!
ATKMSG_Y_365=¡El {0x0101,0x0000} salvaje ha usado Picoteo!
ATKMSG_E_365=¡El {0x0101,0x0000} enemigo ha usado Picoteo!
ATKMSG_N_365=¡El {0x0101,0x0000} dominante ha usado Picoteo!
ATKMSG_M_366=¡{0x0101,0x0000} ha usado Viento Afín!
ATKMSG_Y_366=¡El {0x0101,0x0000} salvaje ha usado Viento Afín!
ATKMSG_E_366=¡El {0x0101,0x0000} enemigo ha usado Viento Afín!
ATKMSG_N_366=¡El {0x0101,0x0000} dominante ha usado Viento Afín!
ATKMSG_M_367=¡{0x0101,0x0000} ha usado Acupresión!
ATKMSG_Y_367=¡El {0x0101,0x0000} salvaje ha usado Acupresión!
ATKMSG_E_367=¡El {0x0101,0x0000} enemigo ha usado Acupresión!
ATKMSG_N_367=¡El {0x0101,0x0000} dominante ha usado Acupresión!
ATKMSG_M_368=¡{0x0101,0x0000} ha usado Represión Metal!
ATKMSG_Y_368=¡El {0x0101,0x0000} salvaje ha usado Represión Metal!
ATKMSG_E_368=¡El {0x0101,0x0000} enemigo ha usado Represión Metal!
ATKMSG_N_368=¡El {0x0101,0x0000} dominante ha usado Represión Metal!
ATKMSG_M_369=¡{0x0101,0x0000} ha usado Ida y Vuelta!
ATKMSG_Y_369=¡El {0x0101,0x0000} salvaje ha usado Ida y Vuelta!
ATKMSG_E_369=¡El {0x0101,0x0000} enemigo ha usado Ida y Vuelta!
ATKMSG_N_369=¡El {0x0101,0x0000} dominante ha usado Ida y Vuelta!
ATKMSG_M_370=¡{0x0101,0x0000} ha usado A Bocajarro!
ATKMSG_Y_370=¡El {0x0101,0x0000} salvaje ha usado A Bocajarro!
ATKMSG_E_370=¡El {0x0101,0x0000} enemigo ha usado A Bocajarro!
ATKMSG_N_370=¡El {0x0101,0x0000} dominante ha usado A Bocajarro!
ATKMSG_M_371=¡{0x0101,0x0000} ha usado Vendetta!
ATKMSG_Y_371=¡El {0x0101,0x0000} salvaje ha usado Vendetta!
ATKMSG_E_371=¡El {0x0101,0x0000} enemigo ha usado Vendetta!
ATKMSG_N_371=¡El {0x0101,0x0000} dominante ha usado Vendetta!
ATKMSG_M_372=¡{0x0101,0x0000} ha usado Buena Baza!
ATKMSG_Y_372=¡El {0x0101,0x0000} salvaje ha usado Buena Baza!
ATKMSG_E_372=¡El {0x0101,0x0000} enemigo ha usado Buena Baza!
ATKMSG_N_372=¡El {0x0101,0x0000} dominante ha usado Buena Baza!
ATKMSG_M_373=¡{0x0101,0x0000} ha usado Embargo!
ATKMSG_Y_373=¡El {0x0101,0x0000} salvaje ha usado Embargo!
ATKMSG_E_373=¡El {0x0101,0x0000} enemigo ha usado Embargo!
ATKMSG_N_373=¡El {0x0101,0x0000} dominante ha usado Embargo!
ATKMSG_M_374=¡{0x0101,0x0000} ha usado Lanzamiento!
ATKMSG_Y_374=¡El {0x0101,0x0000} salvaje ha usado Lanzamiento!
ATKMSG_E_374=¡El {0x0101,0x0000} enemigo ha usado Lanzamiento!
ATKMSG_N_374=¡El {0x0101,0x0000} dominante ha usado Lanzamiento!
ATKMSG_M_375=¡{0x0101,0x0000} ha usado Psicocambio!
ATKMSG_Y_375=¡El {0x0101,0x0000} salvaje ha usado Psicocambio!
ATKMSG_E_375=¡El {0x0101,0x0000} enemigo ha usado Psicocambio!
ATKMSG_N_375=¡El {0x0101,0x0000} dominante ha usado Psicocambio!
ATKMSG_M_376=¡{0x0101,0x0000} ha usado As Oculto!
ATKMSG_Y_376=¡El {0x0101,0x0000} salvaje ha usado As Oculto!
ATKMSG_E_376=¡El {0x0101,0x0000} enemigo ha usado As Oculto!
ATKMSG_N_376=¡El {0x0101,0x0000} dominante ha usado As Oculto!
ATKMSG_M_377=¡{0x0101,0x0000} ha usado Anticura!
ATKMSG_Y_377=¡El {0x0101,0x0000} salvaje ha usado Anticura!
ATKMSG_E_377=¡El {0x0101,0x0000} enemigo ha usado Anticura!
ATKMSG_N_377=¡El {0x0101,0x0000} dominante ha usado Anticura!
ATKMSG_M_378=¡{0x0101,0x0000} ha usado Estrujón!
ATKMSG_Y_378=¡El {0x0101,0x0000} salvaje ha usado Estrujón!
ATKMSG_E_378=¡El {0x0101,0x0000} enemigo ha usado Estrujón!
ATKMSG_N_378=¡El {0x0101,0x0000} dominante ha usado Estrujón!
ATKMSG_M_379=¡{0x0101,0x0000} ha usado Truco Fuerza!
ATKMSG_Y_379=¡El {0x0101,0x0000} salvaje ha usado Truco Fuerza!
ATKMSG_E_379=¡El {0x0101,0x0000} enemigo ha usado Truco Fuerza!
ATKMSG_N_379=¡El {0x0101,0x0000} dominante ha usado Truco Fuerza!
ATKMSG_M_380=¡{0x0101,0x0000} ha usado Bilis!
ATKMSG_Y_380=¡El {0x0101,0x0000} salvaje ha usado Bilis!
ATKMSG_E_380=¡El {0x0101,0x0000} enemigo ha usado Bilis!
ATKMSG_N_380=¡El {0x0101,0x0000} dominante ha usado Bilis!
ATKMSG_M_381=¡{0x0101,0x0000} ha usado Conjuro!
ATKMSG_Y_381=¡El {0x0101,0x0000} salvaje ha usado Conjuro!
ATKMSG_E_381=¡El {0x0101,0x0000} enemigo ha usado Conjuro!
ATKMSG_N_381=¡El {0x0101,0x0000} dominante ha usado Conjuro!
ATKMSG_M_382=¡{0x0101,0x0000} ha usado Yo Primero!
ATKMSG_Y_382=¡El {0x0101,0x0000} salvaje ha usado Yo Primero!
ATKMSG_E_382=¡El {0x0101,0x0000} enemigo ha usado Yo Primero!
ATKMSG_N_382=¡El {0x0101,0x0000} dominante ha usado Yo Primero!
ATKMSG_M_383=¡{0x0101,0x0000} ha usado Copión!
ATKMSG_Y_383=¡El {0x0101,0x0000} salvaje ha usado Copión!
ATKMSG_E_383=¡El {0x0101,0x0000} enemigo ha usado Copión!
ATKMSG_N_383=¡El {0x0101,0x0000} dominante ha usado Copión!
ATKMSG_M_384=¡{0x0101,0x0000} ha usado Cambia Fuerza!
ATKMSG_Y_384=¡El {0x0101,0x0000} salvaje ha usado Cambia Fuerza!
ATKMSG_E_384=¡El {0x0101,0x0000} enemigo ha usado Cambia Fuerza!
ATKMSG_N_384=¡El {0x0101,0x0000} dominante ha usado Cambia Fuerza!
ATKMSG_M_385=¡{0x0101,0x0000} ha usado Cambia Defensa!
ATKMSG_Y_385=¡El {0x0101,0x0000} salvaje ha usado Cambia Defensa!
ATKMSG_E_385=¡El {0x0101,0x0000} enemigo ha usado Cambia Defensa!
ATKMSG_N_385=¡El {0x0101,0x0000} dominante ha usado Cambia Defensa!
ATKMSG_M_386=¡{0x0101,0x0000} ha usado Castigo!
ATKMSG_Y_386=¡El {0x0101,0x0000} salvaje ha usado Castigo!
ATKMSG_E_386=¡El {0x0101,0x0000} enemigo ha usado Castigo!
ATKMSG_N_386=¡El {0x0101,0x0000} dominante ha usado Castigo!
ATKMSG_M_387=¡{0x0101,0x0000} ha usado Última Baza!
ATKMSG_Y_387=¡El {0x0101,0x0000} salvaje ha usado Última Baza!
ATKMSG_E_387=¡El {0x0101,0x0000} enemigo ha usado Última Baza!
ATKMSG_N_387=¡El {0x0101,0x0000} dominante ha usado Última Baza!
ATKMSG_M_388=¡{0x0101,0x0000} ha usado Abatidoras!
ATKMSG_Y_388=¡El {0x0101,0x0000} salvaje ha usado Abatidoras!
ATKMSG_E_388=¡El {0x0101,0x0000} enemigo ha usado Abatidoras!
ATKMSG_N_388=¡El {0x0101,0x0000} dominante ha usado Abatidoras!
ATKMSG_M_389=¡{0x0101,0x0000} ha usado Golpe Bajo!
ATKMSG_Y_389=¡El {0x0101,0x0000} salvaje ha usado Golpe Bajo!
ATKMSG_E_389=¡El {0x0101,0x0000} enemigo ha usado Golpe Bajo!
ATKMSG_N_389=¡El {0x0101,0x0000} dominante ha usado Golpe Bajo!
ATKMSG_M_390=¡{0x0101,0x0000} ha usado Púas Tóxicas!
ATKMSG_Y_390=¡El {0x0101,0x0000} salvaje ha usado Púas Tóxicas!
ATKMSG_E_390=¡El {0x0101,0x0000} enemigo ha usado Púas Tóxicas!
ATKMSG_N_390=¡El {0x0101,0x0000} dominante ha usado Púas Tóxicas!
ATKMSG_M_391=¡{0x0101,0x0000} ha usado Cambia Almas!
ATKMSG_Y_391=¡El {0x0101,0x0000} salvaje ha usado Cambia Almas!
ATKMSG_E_391=¡El {0x0101,0x0000} enemigo ha usado Cambia Almas!
ATKMSG_N_391=¡El {0x0101,0x0000} dominante ha usado Cambia Almas!
ATKMSG_M_392=¡{0x0101,0x0000} ha usado Acua Aro!
ATKMSG_Y_392=¡El {0x0101,0x0000} salvaje ha usado Acua Aro!
ATKMSG_E_392=¡El {0x0101,0x0000} enemigo ha usado Acua Aro!
ATKMSG_N_392=¡El {0x0101,0x0000} dominante ha usado Acua Aro!
ATKMSG_M_393=¡{0x0101,0x0000} ha usado Levitón!
ATKMSG_Y_393=¡El {0x0101,0x0000} salvaje ha usado Levitón!
ATKMSG_E_393=¡El {0x0101,0x0000} enemigo ha usado Levitón!
ATKMSG_N_393=¡El {0x0101,0x0000} dominante ha usado Levitón!
ATKMSG_M_394=¡{0x0101,0x0000} ha usado Envite Ígneo!
ATKMSG_Y_394=¡El {0x0101,0x0000} salvaje ha usado Envite Ígneo!
ATKMSG_E_394=¡El {0x0101,0x0000} enemigo ha usado Envite Ígneo!
ATKMSG_N_394=¡El {0x0101,0x0000} dominante ha usado Envite Ígneo!
ATKMSG_M_395=¡{0x0101,0x0000} ha usado Palmeo!
ATKMSG_Y_395=¡El {0x0101,0x0000} salvaje ha usado Palmeo!
ATKMSG_E_395=¡El {0x0101,0x0000} enemigo ha usado Palmeo!
ATKMSG_N_395=¡El {0x0101,0x0000} dominante ha usado Palmeo!
ATKMSG_M_396=¡{0x0101,0x0000} ha usado Esfera Aural!
ATKMSG_Y_396=¡El {0x0101,0x0000} salvaje ha usado Esfera Aural!
ATKMSG_E_396=¡El {0x0101,0x0000} enemigo ha usado Esfera Aural!
ATKMSG_N_396=¡El {0x0101,0x0000} dominante ha usado Esfera Aural!
ATKMSG_M_397=¡{0x0101,0x0000} ha usado Pulimento!
ATKMSG_Y_397=¡El {0x0101,0x0000} salvaje ha usado Pulimento!
ATKMSG_E_397=¡El {0x0101,0x0000} enemigo ha usado Pulimento!
ATKMSG_N_397=¡El {0x0101,0x0000} dominante ha usado Pulimento!
ATKMSG_M_398=¡{0x0101,0x0000} ha usado Puya Nociva!
ATKMSG_Y_398=¡El {0x0101,0x0000} salvaje ha usado Puya Nociva!
ATKMSG_E_398=¡El {0x0101,0x0000} enemigo ha usado Puya Nociva!
ATKMSG_N_398=¡El {0x0101,0x0000} dominante ha usado Puya Nociva!
ATKMSG_M_399=¡{0x0101,0x0000} ha usado Pulso Umbrío!
ATKMSG_Y_399=¡El {0x0101,0x0000} salvaje ha usado Pulso Umbrío!
ATKMSG_E_399=¡El {0x0101,0x0000} enemigo ha usado Pulso Umbrío!
ATKMSG_N_399=¡El {0x0101,0x0000} dominante ha usado Pulso Umbrío!
ATKMSG_M_400=¡{0x0101,0x0000} ha usado Tajo Umbrío!
ATKMSG_Y_400=¡El {0x0101,0x0000} salvaje ha usado Tajo Umbrío!
ATKMSG_E_400=¡El {0x0101,0x0000} enemigo ha usado Tajo Umbrío!
ATKMSG_N_400=¡El {0x0101,0x0000} dominante ha usado Tajo Umbrío!
ATKMSG_M_401=¡{0x0101,0x0000} ha usado Acua Cola!
ATKMSG_Y_401=¡El {0x0101,0x0000} salvaje ha usado Acua Cola!
ATKMSG_E_401=¡El {0x0101,0x0000} enemigo ha usado Acua Cola!
ATKMSG_N_401=¡El {0x0101,0x0000} dominante ha usado Acua Cola!
ATKMSG_M_402=¡{0x0101,0x0000} ha usado Bomba Germen!
ATKMSG_Y_402=¡El {0x0101,0x0000} salvaje ha usado Bomba Germen!
ATKMSG_E_402=¡El {0x0101,0x0000} enemigo ha usado Bomba Germen!
ATKMSG_N_402=¡El {0x0101,0x0000} dominante ha usado Bomba Germen!
ATKMSG_M_403=¡{0x0101,0x0000} ha usado Tajo Aéreo!
ATKMSG_Y_403=¡El {0x0101,0x0000} salvaje ha usado Tajo Aéreo!
ATKMSG_E_403=¡El {0x0101,0x0000} enemigo ha usado Tajo Aéreo!
ATKMSG_N_403=¡El {0x0101,0x0000} dominante ha usado Tajo Aéreo!
ATKMSG_M_404=¡{0x0101,0x0000} ha usado Tijera X!
ATKMSG_Y_404=¡El {0x0101,0x0000} salvaje ha usado Tijera X!
ATKMSG_E_404=¡El {0x0101,0x0000} enemigo ha usado Tijera X!
ATKMSG_N_404=¡El {0x0101,0x0000} dominante ha usado Tijera X!
ATKMSG_M_405=¡{0x0101,0x0000} ha usado Zumbido!
ATKMSG_Y_405=¡El {0x0101,0x0000} salvaje ha usado Zumbido!
ATKMSG_E_405=¡El {0x0101,0x0000} enemigo ha usado Zumbido!
ATKMSG_N_405=¡El {0x0101,0x0000} dominante ha usado Zumbido!
ATKMSG_M_406=¡{0x0101,0x0000} ha usado Pulso Dragón!
ATKMSG_Y_406=¡El {0x0101,0x0000} salvaje ha usado Pulso Dragón!
ATKMSG_E_406=¡El {0x0101,0x0000} enemigo ha usado Pulso Dragón!
ATKMSG_N_406=¡El {0x0101,0x0000} dominante ha usado Pulso Dragón!
ATKMSG_M_407=¡{0x0101,0x0000} ha usado Carga Dragón!
ATKMSG_Y_407=¡El {0x0101,0x0000} salvaje ha usado Carga Dragón!
ATKMSG_E_407=¡El {0x0101,0x0000} enemigo ha usado Carga Dragón!
ATKMSG_N_407=¡El {0x0101,0x0000} dominante ha usado Carga Dragón!
ATKMSG_M_408=¡{0x0101,0x0000} ha usado Joya de Luz!
ATKMSG_Y_408=¡El {0x0101,0x0000} salvaje ha usado Joya de Luz!
ATKMSG_E_408=¡El {0x0101,0x0000} enemigo ha usado Joya de Luz!
ATKMSG_N_408=¡El {0x0101,0x0000} dominante ha usado Joya de Luz!
ATKMSG_M_409=¡{0x0101,0x0000} ha usado Puño Drenaje!
ATKMSG_Y_409=¡El {0x0101,0x0000} salvaje ha usado Puño Drenaje!
ATKMSG_E_409=¡El {0x0101,0x0000} enemigo ha usado Puño Drenaje!
ATKMSG_N_409=¡El {0x0101,0x0000} dominante ha usado Puño Drenaje!
ATKMSG_M_410=¡{0x0101,0x0000} ha usado Onda Vacío!
ATKMSG_Y_410=¡El {0x0101,0x0000} salvaje ha usado Onda Vacío!
ATKMSG_E_410=¡El {0x0101,0x0000} enemigo ha usado Onda Vacío!
ATKMSG_N_410=¡El {0x0101,0x0000} dominante ha usado Onda Vacío!
ATKMSG_M_411=¡{0x0101,0x0000} ha usado Onda Certera!
ATKMSG_Y_411=¡El {0x0101,0x0000} salvaje ha usado Onda Certera!
ATKMSG_E_411=¡El {0x0101,0x0000} enemigo ha usado Onda Certera!
ATKMSG_N_411=¡El {0x0101,0x0000} dominante ha usado Onda Certera!
ATKMSG_M_412=¡{0x0101,0x0000} ha usado Energibola!
ATKMSG_Y_412=¡El {0x0101,0x0000} salvaje ha usado Energibola!
ATKMSG_E_412=¡El {0x0101,0x0000} enemigo ha usado Energibola!
ATKMSG_N_412=¡El {0x0101,0x0000} dominante ha usado Energibola!
ATKMSG_M_413=¡{0x0101,0x0000} ha usado Pájaro Osado!
ATKMSG_Y_413=¡El {0x0101,0x0000} salvaje ha usado Pájaro Osado!
ATKMSG_E_413=¡El {0x0101,0x0000} enemigo ha usado Pájaro Osado!
ATKMSG_N_413=¡El {0x0101,0x0000} dominante ha usado Pájaro Osado!
ATKMSG_M_414=¡{0x0101,0x0000} ha usado Tierra Viva!
ATKMSG_Y_414=¡El {0x0101,0x0000} salvaje ha usado Tierra Viva!
ATKMSG_E_414=¡El {0x0101,0x0000} enemigo ha usado Tierra Viva!
ATKMSG_N_414=¡El {0x0101,0x0000} dominante ha usado Tierra Viva!
ATKMSG_M_415=¡{0x0101,0x0000} ha usado Trapicheo!
ATKMSG_Y_415=¡El {0x0101,0x0000} salvaje ha usado Trapicheo!
ATKMSG_E_415=¡El {0x0101,0x0000} enemigo ha usado Trapicheo!
ATKMSG_N_415=¡El {0x0101,0x0000} dominante ha usado Trapicheo!
ATKMSG_M_416=¡{0x0101,0x0000} ha usado Giga Impacto!
ATKMSG_Y_416=¡El {0x0101,0x0000} salvaje ha usado Giga Impacto!
ATKMSG_E_416=¡El {0x0101,0x0000} enemigo ha usado Giga Impacto!
ATKMSG_N_416=¡El {0x0101,0x0000} dominante ha usado Giga Impacto!
ATKMSG_M_417=¡{0x0101,0x0000} ha usado Maquinación!
ATKMSG_Y_417=¡El {0x0101,0x0000} salvaje ha usado Maquinación!
ATKMSG_E_417=¡El {0x0101,0x0000} enemigo ha usado Maquinación!
ATKMSG_N_417=¡El {0x0101,0x0000} dominante ha usado Maquinación!
ATKMSG_M_418=¡{0x0101,0x0000} ha usado Puño Bala!
ATKMSG_Y_418=¡El {0x0101,0x0000} salvaje ha usado Puño Bala!
ATKMSG_E_418=¡El {0x0101,0x0000} enemigo ha usado Puño Bala!
ATKMSG_N_418=¡El {0x0101,0x0000} dominante ha usado Puño Bala!
ATKMSG_M_419=¡{0x0101,0x0000} ha usado Alud!
ATKMSG_Y_419=¡El {0x0101,0x0000} salvaje ha usado Alud!
ATKMSG_E_419=¡El {0x0101,0x0000} enemigo ha usado Alud!
ATKMSG_N_419=¡El {0x0101,0x0000} dominante ha usado Alud!
ATKMSG_M_420=¡{0x0101,0x0000} ha usado Canto Helado!
ATKMSG_Y_420=¡El {0x0101,0x0000} salvaje ha usado Canto Helado!
ATKMSG_E_420=¡El {0x0101,0x0000} enemigo ha usado Canto Helado!
ATKMSG_N_420=¡El {0x0101,0x0000} dominante ha usado Canto Helado!
ATKMSG_M_421=¡{0x0101,0x0000} ha usado Garra Umbría!
ATKMSG_Y_421=¡El {0x0101,0x0000} salvaje ha usado Garra Umbría!
ATKMSG_E_421=¡El {0x0101,0x0000} enemigo ha usado Garra Umbría!
ATKMSG_N_421=¡El {0x0101,0x0000} dominante ha usado Garra Umbría!
ATKMSG_M_422=¡{0x0101,0x0000} ha usado Colmillo Rayo!
ATKMSG_Y_422=¡El {0x0101,0x0000} salvaje ha usado Colmillo Rayo!
ATKMSG_E_422=¡El {0x0101,0x0000} enemigo ha usado Colmillo Rayo!
ATKMSG_N_422=¡El {0x0101,0x0000} dominante ha usado Colmillo Rayo!
ATKMSG_M_423=¡{0x0101,0x0000} ha usado Colmillo Hielo!
ATKMSG_Y_423=¡El {0x0101,0x0000} salvaje ha usado Colmillo Hielo!
ATKMSG_E_423=¡El {0x0101,0x0000} enemigo ha usado Colmillo Hielo!
ATKMSG_N_423=¡El {0x0101,0x0000} dominante ha usado Colmillo Hielo!
ATKMSG_M_424=¡{0x0101,0x0000} ha usado Colmillo Ígneo!
ATKMSG_Y_424=¡El {0x0101,0x0000} salvaje ha usado Colmillo Ígneo!
ATKMSG_E_424=¡El {0x0101,0x0000} enemigo ha usado Colmillo Ígneo!
ATKMSG_N_424=¡El {0x0101,0x0000} dominante ha usado Colmillo Ígneo!
ATKMSG_M_425=¡{0x0101,0x0000} ha usado Sombra Vil!
ATKMSG_Y_425=¡El {0x0101,0x0000} salvaje ha usado Sombra Vil!
ATKMSG_E_425=¡El {0x0101,0x0000} enemigo ha usado Sombra Vil!
ATKMSG_N_425=¡El {0x0101,0x0000} dominante ha usado Sombra Vil!
ATKMSG_M_426=¡{0x0101,0x0000} ha usado Bomba Fango!
ATKMSG_Y_426=¡El {0x0101,0x0000} salvaje ha usado Bomba Fango!
ATKMSG_E_426=¡El {0x0101,0x0000} enemigo ha usado Bomba Fango!
ATKMSG_N_426=¡El {0x0101,0x0000} dominante ha usado Bomba Fango!
ATKMSG_M_427=¡{0x0101,0x0000} ha usado Psicocorte!
ATKMSG_Y_427=¡El {0x0101,0x0000} salvaje ha usado Psicocorte!
ATKMSG_E_427=¡El {0x0101,0x0000} enemigo ha usado Psicocorte!
ATKMSG_N_427=¡El {0x0101,0x0000} dominante ha usado Psicocorte!
ATKMSG_M_428=¡{0x0101,0x0000} ha usado Cabezazo Zen!
ATKMSG_Y_428=¡El {0x0101,0x0000} salvaje ha usado Cabezazo Zen!
ATKMSG_E_428=¡El {0x0101,0x0000} enemigo ha usado Cabezazo Zen!
ATKMSG_N_428=¡El {0x0101,0x0000} dominante ha usado Cabezazo Zen!
ATKMSG_M_429=¡{0x0101,0x0000} ha usado Disparo Espejo!
ATKMSG_Y_429=¡El {0x0101,0x0000} salvaje ha usado Disparo Espejo!
ATKMSG_E_429=¡El {0x0101,0x0000} enemigo ha usado Disparo Espejo!
ATKMSG_N_429=¡El {0x0101,0x0000} dominante ha usado Disparo Espejo!
ATKMSG_M_430=¡{0x0101,0x0000} ha usado Foco Resplandor!
ATKMSG_Y_430=¡El {0x0101,0x0000} salvaje ha usado Foco Resplandor!
ATKMSG_E_430=¡El {0x0101,0x0000} enemigo ha usado Foco Resplandor!
ATKMSG_N_430=¡El {0x0101,0x0000} dominante ha usado Foco Resplandor!
ATKMSG_M_431=¡{0x0101,0x0000} ha usado Treparrocas!
ATKMSG_Y_431=¡El {0x0101,0x0000} salvaje ha usado Treparrocas!
ATKMSG_E_431=¡El {0x0101,0x0000} enemigo ha usado Treparrocas!
ATKMSG_N_431=¡El {0x0101,0x0000} dominante ha usado Treparrocas!
ATKMSG_M_432=¡{0x0101,0x0000} ha usado Despejar!
ATKMSG_Y_432=¡El {0x0101,0x0000} salvaje ha usado Despejar!
ATKMSG_E_432=¡El {0x0101,0x0000} enemigo ha usado Despejar!
ATKMSG_N_432=¡El {0x0101,0x0000} dominante ha usado Despejar!
ATKMSG_M_433=¡{0x0101,0x0000} ha usado Espacio Raro!
ATKMSG_Y_433=¡El {0x0101,0x0000} salvaje ha usado Espacio Raro!
ATKMSG_E_433=¡El {0x0101,0x0000} enemigo ha usado Espacio Raro!
ATKMSG_N_433=¡El {0x0101,0x0000} dominante ha usado Espacio Raro!
ATKMSG_M_434=¡{0x0101,0x0000} ha usado Cometa Draco!
ATKMSG_Y_434=¡El {0x0101,0x0000} salvaje ha usado Cometa Draco!
ATKMSG_E_434=¡El {0x0101,0x0000} enemigo ha usado Cometa Draco!
ATKMSG_N_434=¡El {0x0101,0x0000} dominante ha usado Cometa Draco!
ATKMSG_M_435=¡{0x0101,0x0000} ha usado Chispazo!
ATKMSG_Y_435=¡El {0x0101,0x0000} salvaje ha usado Chispazo!
ATKMSG_E_435=¡El {0x0101,0x0000} enemigo ha usado Chispazo!
ATKMSG_N_435=¡El {0x0101,0x0000} dominante ha usado Chispazo!
ATKMSG_M_436=¡{0x0101,0x0000} ha usado Humareda!
ATKMSG_Y_436=¡El {0x0101,0x0000} salvaje ha usado Humareda!
ATKMSG_E_436=¡El {0x0101,0x0000} enemigo ha usado Humareda!
ATKMSG_N_436=¡El {0x0101,0x0000} dominante ha usado Humareda!
ATKMSG_M_437=¡{0x0101,0x0000} ha usado Lluevehojas!
ATKMSG_Y_437=¡El {0x0101,0x0000} salvaje ha usado Lluevehojas!
ATKMSG_E_437=¡El {0x0101,0x0000} enemigo ha usado Lluevehojas!
ATKMSG_N_437=¡El {0x0101,0x0000} dominante ha usado Lluevehojas!
ATKMSG_M_438=¡{0x0101,0x0000} ha usado Latigazo!
